cpu,motherboard,gpu,ram,psu,price,type,rating
AMD Ryzen 5 1600,Asus TUF GAMING X570-PLUS,GeForce RTX 3090,Kingston KTD-PE426S8/8G 8 GB,Gigabyte AORUS P1200W,2468.06,Office,6.338581720055428
Intel Core i3-10305T @ 3.00GHz,MSI MEG Z590 UNIFY,Radeon RX Vega 64,TEAMGROUP Elite Plus 16 GB,Corsair CX550 (2017),1229.96,All-in-One,23.46938111808514
AMD Ryzen 7 5700G,Asus TUF GAMING B450M-PLUS II,Radeon RX 5500 XT,Corsair Vengeance RGB Pro SL 256 GB,SeaSonic FOCUS GX,1687.5900000000001,Gaming,26.99879710119164
AMD Ryzen 9 3950X,Asus TUF GAMING B450M-PLUS II,Radeon RX 580,Kingston KVR16LE11S8/4 4 GB,SeaSonic PRIME Ultra Titanium,1512.84,Professional,13.942981412442823
Intel Core i5-11600K @ 3.90GHz,ASRock B460M Steel Legend,Radeon Vega Frontier Edition,ADATA XPG SPECTRIX D50 16 GB,EVGA SuperNOVA 650 G7,2272.2,All-in-One,13.95731009594226
AMD A10-9700E,Gigabyte B450 AORUS ELITE V2,GeForce RTX 3070,Crucial CT2K2G3S1067M 4 GB,FSP Group Hydro G Pro,1201.17,Multimedia,33.82826743924674
AMD Ryzen 5 2400G,Gigabyte X570 AORUS ELITE WIFI,Radeon RX 6900 XT,G.Skill F4-3200C16Q2-128GTZKW 128 GB,Super Flower Leadex V Platinum Pro,2877.98,All-in-One,20.428703465625194
AMD Ryzen 7 5800X,Gigabyte X570 UD,GeForce RTX 2080,Kingston ValueRAM 16 GB,Thermaltake Toughpower GF1 PE,1509.0,Office,18.098078197481776
Intel Core i3-7100T @ 3.40GHz,Asus ROG MAXIMUS XI HERO (WI-FI),Radeon RX Vega 64,Mushkin 976643A 4 GB,Xilence XP750MR9,1562.6799999999998,Office,8.729874318478513
Intel Core i5-12600,Asus ROG STRIX Z690-A GAMING WIFI,GeForce GT 1030,TEAMGROUP T-Force Delta RGB 32 GB,Corsair RM650,967.25,All-in-One,28.874231067459295
AMD Ryzen 5 1400,Gigabyte B550M AORUS ELITE,Radeon R5 330,Kingston FURY Beast 16 GB,Corsair CXM,794.81,All-in-One,15.937393842553568
Intel Core i9-12900K,ASRock Z690 Steel Legend WiFi 6E,GeForce RTX 3060 Ti,Kingston Server Premier 16 GB,Corsair HX750,1932.8700000000001,Office,16.37668337756807
Intel Celeron G3950 @ 3.00GHz,ASRock C246M WS,Radeon RX 5500 XT,Crucial CT4K8G4DFD824A 32 GB,PowerSpec PS 650GSM,1095.97,Office,21.593656760677753
AMD Ryzen 9 5900X,EVGA X570 DARK,GeForce RTX 3070 Ti,G.Skill Trident Z 32 GB,Corsair CX550M,2067.83,Gaming,15.731080407963907
Intel Core i7-12700T,ASRock Z690 Phantom Gaming-ITX/TB4,Radeon RX 6800 XT,Kingston Fury Beast RGB Special Edition 16 GB,be quiet! Dark Power Pro 11,1670.91,Professional,22.76723462065581
AMD Ryzen 7 5700X,Asus Pro B550M-C/CSM,Radeon Pro W5500,PNY XLR8 Gaming EPIC-X RGB 16 GB,Corsair RM650x (2018),1140.97,Professional,23.974775848620034
Intel Celeron G5925 @ 3.60GHz,MSI B560M PRO,Radeon RX 6800 XT,Corsair Vengeance RGB RT 16 GB,Deepcool PX-G,1401.44,Multimedia,32.958599725996116
Intel Core i3-10300T @ 3.00GHz,MSI MEG Z490 GODLIKE,Radeon RX 6800 XT,Corsair Vengeance 64 GB,SeaSonic SS-850HT Silver,2194.9700000000003,Gaming,10.413946432069686
Intel Celeron G5900 @ 3.40GHz,MSI H510M-A PRO,GeForce GT 1030,Kingston HyperX Fury 16 GB,Lian Li SP850,800.89,All-in-One,21.90937581940092
AMD Ryzen 7 1800X,Asus ProArt X570-CREATOR WIFI,GeForce GT 1030,Kingston FURY Beast RGB 64 GB,Corsair RM650x (2018),1159.0,Professional,25.41199309749784
Intel Core i9-10980XE @ 3.00GHz,Asus WS X299 PRO,GeForce RTX 2080 SUPER,Kingston FURY 32 GB,SeaSonic Prime Fanless PX-500,2589.97,Gaming,10.455372069946755
Intel Core i7-12700F,EVGA Z790 DARK K|NGP|N,GeForce RTX 2080 Ti,Patriot Gamer 6 GB,EVGA SuperNOVA 1600 T2,2546.0699999999997,Professional,12.371223100700297
Intel Core i5-11400F @ 2.60GHz,ASRock H570M Pro4,Radeon Vega Frontier Edition,G.Skill Ripjaws V 32 GB,EVGA SuperNOVA 650 P2,2365.8100000000004,Professional,13.32905009278006
Intel Core i9-11900 @ 2.50GHz,Asus ROG Maximus XIII Apex,GeForce RTX 2060 SUPER,G.Skill Ripjaws V 64 GB,Super Flower Leadex V Platinum Pro,1956.74,All-in-One,23.116101270480492
AMD A6-9500E,Asus PRIME X570-P,Radeon RX 560,G.Skill Trident Z5 Neo 64 GB,Antec Signature Platinum,1069.3200000000002,All-in-One,25.215089963715254
Intel Core i7-9700E @ 2.60GHz,ASRock Z270 Killer SLI,GeForce GTX 1650,G.Skill Trident Z Royal 64 GB,Super Flower LEADEX VII XG,2681.58,All-in-One,12.604956779212257
Intel Pentium Gold G6405T @ 3.50GHz,Asus ROG STRIX Z490-I GAMING,Radeon RX 5600 XT,G.Skill F3-12800CL11S-4GBSQ 4 GB,EVGA SuperNOVA 850 G5,1050.84,Gaming,11.69787979140497
Intel Core i5-10600K @ 4.10GHz,Asus PRIME B560M-A AC,GeForce RTX 3070 Ti,Corsair Vengeance RGB Pro 16 GB,Enermax REVOLUTION D.F. 2,1347.93,Professional,27.11082919736188
Intel Core i9-9900KS @ 4.00GHz,Asus Prime Z370-P,GeForce GTX 1070 Ti,Crucial Ballistix Sport 4 GB,SeaSonic G12 GM,1801.16,Office,11.01179240045304
Intel Core i9-9900KS @ 4.00GHz,Asus TUF Z390-PLUS GAMING (WI-FI),GeForce GT 1030,Crucial CT102472BD1339 8 GB,Rosewill HIVE,1613.27,Gaming,10.249927166562323
AMD Ryzen 7 1700,Gigabyte X570 AORUS PRO,Radeon RX 6900 XT,G.Skill TridentZ RGB 128 GB,Corsair TX850M Gold,3120.7400000000002,Gaming,9.863301652813114
AMD Ryzen 5 5500,Asus ROG STRIX B450-F GAMING,Radeon RX 5600 XT,Kingston ValueRAM 16 GB,Thermaltake Toughpower GF1 PE,1132.99,All-in-One,30.3877351079886
Intel Core i7-9700K @ 3.60GHz,MSI MPG Z390 GAMING PRO CARBON,Radeon RX 6800,G.Skill Trident Z5 64 GB,GAMDIAS KRATOS P1 G,2018.8400000000001,Gaming,12.711309464841195
Intel Core i7-10700KF @ 3.80GHz,ASRock Z590 Taichi,GeForce GTX 1660 SUPER,Patriot PSD34G1066SK 4 GB,be quiet! Dark Power Pro 11,1306.6900000000003,Multimedia,32.824541398495434
Intel Core i7-11700T @ 1.40GHz,ASRock Z590 Phantom Gaming-ITX/TB4,Radeon Pro WX 4100,TEAMGROUP T-Force Vulcan 32 GB,MSI MPG A650GF,1220.95,Multimedia,31.47999508579385
Intel Core i9-9900T @ 2.10GHz,Asus TUF Z390-PLUS GAMING (WI-FI),GeForce RTX 3060,Kingston FURY Beast 16 GB,Super Flower Leadex V Platinum Pro,1464.92,Professional,22.048302979002266
AMD Ryzen 7 5800X3D,Asus PRIME A520M-A II/CSM,GeForce GTX 1660 SUPER,Kingston KVR1333D3S9/4G 4 GB,EVGA SuperNOVA 650 GT,1135.94,Office,16.462137084705176
AMD Ryzen 3 1300X,Gigabyte A520M H,Radeon Pro W5700,Corsair Dominator Platinum RGB 64 GB,SeaSonic VERTEX GX-1200,2407.66,Gaming,8.012343935605525
AMD A8-9600,Gigabyte B550M DS3H AC,TITAN V,Mushkin Essentials 32 GB,EVGA SuperNOVA 1300 P+,2881.2499999999995,Professional,12.462646420824298
Intel Core i3-12100,ASRock B760M Pro RS/D4,Radeon RX 6800 XT,Corsair Vengeance 4 GB,Thermaltake Toughpower Grand RGB,1292.53,Gaming,17.335845202819275
Intel Core i9-12900T,Asus PRIME B660-PLUS D4,GeForce GTX 1650,Kingston FURY Beast 16 GB,SeaSonic G12 GM,1068.75,Gaming,24.830690058479533
Intel Celeron G5900 @ 3.40GHz,Asus PRIME Z590M-PLUS,NVIDIA TITAN Xp,G.Skill NS 16 GB,be quiet! Straight Power 11,2102.58,All-in-One,13.295094598065235
AMD Ryzen 7 5800X,Asus ROG Crosshair VIII Hero (WI-FI),Radeon RX 5700,Mushkin Redline 32 GB,Super Flower Leadex VI Platinum PRO,1865.51,All-in-One,21.7149197806498
AMD Ryzen 5 5600X,MSI MEG X570S ACE MAX,GeForce GTX 1060 5GB,Thermaltake TOUGHRAM XG RGB 32 GB,Corsair HX1200 Platinum,1951.56,Office,16.94131873987989
AMD Athlon 240GE,MSI MAG B550M MORTAR WIFI,GeForce RTX 3060 Ti,G.Skill Trident Z5 64 GB,Cooler Master Elite 400 V3,1285.44,Gaming,15.391694672641274
Intel Core i5-9500F @ 3.00GHz,Supermicro X11SCL-IF,GeForce RTX 2080 Ti,Patriot Signature 4 GB,be quiet! Pure Power 12 M,1532.77,Gaming,11.786373689464174
Intel Core i3-9350KF @ 4.00GHz,MSI Z390-A PRO,Radeon RX 5600 XT,TEAMGROUP T-Force Delta RGB 16 GB,be quiet! System Power 9 500 CM,1204.6399999999999,Office,18.591446407225394
Intel Core i9-10900F @ 2.80GHz,ASRock B460M Steel Legend,Radeon RX 570X,Crucial CT2K4G3S1067M 8 GB,Xilence XP550R9,1022.23,Multimedia,40.343660428670646
Intel Core i9-12900KS,Gigabyte B760 GAMING X AX DDR4,Radeon Pro W5500,Patriot Viper 4 Blackout 16 GB,Corsair AX850,2028.9499999999998,Professional,13.482096650977107
Intel Core i7-10700KF @ 3.80GHz,ASRock Z490 PG Velocita,GeForce RTX 2070 SUPER,Corsair Dominator Platinum RGB 64 GB,be quiet! Straight Power 11 550W,1528.1,Gaming,17.512793665336034
AMD Ryzen 7 1700X,Gigabyte B550 AORUS ELITE V2,Radeon RX 6800 XT,TEAMGROUP T-Force Xtreem ARGB 16 GB,MSI MPG A750G PCIE5,1410.46,Multimedia,37.1992116047247
AMD Ryzen 5 3600XT,Asus ROG Strix X570-F Gaming,Radeon RX 6600 XT,PNY XLR8 16 GB,Corsair RM650x (2018),1412.55,Office,16.398711550033624
Intel Core i9-12900KS,MSI PRO B760-P WIFI DDR4,Radeon Pro W5700,Patriot Signature 8 GB,Gigabyte AORUS P1200W,2897.92,Professional,9.697472670053005
Intel Core i3-12100T,Asus PRIME H610M-K D4,GeForce RTX 3080,Kingston KVR1333D3N9K2/8G 8 GB,Corsair CX430M,1472.5,Multimedia,32.124617996604414
Intel Core i9-10900 @ 2.80GHz,Gigabyte Z590 AORUS ELITE,Radeon RX 570X,G.Skill Trident Z RGB 16 GB,EVGA 750 GQ,1242.6100000000001,Office,19.911315698408995
Intel Core i3-10100 @ 3.60GHz,MSI MPG Z590 GAMING EDGE WIFI,GeForce GTX 1650 SUPER,Corsair Vengeance RGB Pro 256 GB,Deepcool DQ-M-V2L,1715.6100000000001,Professional,56.560640238748896
Intel Core i7-10700 @ 2.90GHz,Asus ROG STRIX Z590-I GAMING WIFI,Radeon RX Vega 64,Corsair Vengeance RGB Pro 16 GB,EVGA 600 BQ,1684.95,Multimedia,25.207276180302085
Intel Core i7-12700F,ASRock B760 Pro RS,Radeon Pro WX 4100,Corsair Vengeance RGB 32 GB,EVGA SuperNOVA 1600 T2,1602.92,All-in-One,22.072717290944023
Intel Celeron G4930T @ 3.00GHz,Asus PRIME H310M-K R2.0,Radeon Pro WX 4100,Kingston KSM48R40BS8KMM-16HMR 32 GB,Corsair VX550,1036.77,Multimedia,30.772977613163967
AMD Ryzen 7 3700X,Asus ROG Crosshair VIII Formula,NVIDIA TITAN Xp,Mushkin Redline Lumina 32 GB,Corsair SF600,2880.5,All-in-One,12.566984898455127
AMD Ryzen 7 3800XT,MSI MAG X570S TOMAHAWK MAX WIFI,Radeon RX 5700,Corsair Vengeance 4 GB,Corsair HX750i,2056.08,Gaming,9.969553713863274
Intel Core i3-10105T @ 3.00GHz,MSI MPG Z590 GAMING FORCE,Radeon Vega Frontier Edition,TEAMGROUP Elite 16 GB,Corsair SF450,2330.67,Professional,11.470521352229186
Intel Core i7-10700T @ 2.00GHz,Asus ROG STRIX Z590-E GAMING WIFI,GeForce RTX 3070 Ti,Corsair Vengeance RGB RS 16 GB,Corsair VS500,1637.91,All-in-One,21.905477101916468
AMD Ryzen 5 3600X,Gigabyte X570S AERO G,GeForce GTX 1650 SUPER,Silicon Power SP016GLLTU160N22 16 GB,EVGA SuperNOVA 850 G5,1217.03,All-in-One,24.17639663771641
Intel Core i9-10900KF @ 3.70GHz,Gigabyte Z490 AORUS XTREME,Radeon RX 5700 XT,Crucial CT2K8G3ERSLS4160B 16 GB,SeaSonic FOCUS GX,2149.54,All-in-One,17.055742158787464
AMD Ryzen 5 3400G,Asus PRIME X370-PRO,GeForce GTX 1660 SUPER,Corsair Vengeance LPX 32 GB,be quiet! Straight Power 11 550W,1097.42,All-in-One,29.152557817426327
Intel Core i5-12600,ASRock Z690 Taichi Razer Edition,GeForce RTX 2060 SUPER,Kingston FURY Renegade 16 GB,Cooler Master V1300 Platinum,1623.7399999999998,All-in-One,22.271053247441095
AMD Ryzen 7 1700X,MSI MEG X570 UNIFY,Radeon Pro W5700,TEAMGROUP T-Force Vulcan Z 32 GB,Cougar BXM850,2247.0,Gaming,8.276056964842011
Intel Core i9-12900KF,Gigabyte Z790 AORUS TACHYON,Radeon RX 6800 XT,Corsair Vengeance LPX 8 GB,Corsair SF850L,2216.95,Professional,16.077042784005055
Intel Core i7-7800X @ 3.50GHz,EVGA X299 DARK,Radeon R5 330,G.Skill Trident Z Royal 32 GB,be quiet! Straight Power 11,1428.9,All-in-One,12.529498215410454
AMD PRO A12-9800,MSI MPG X570 GAMING PRO CARBON WIFI,GeForce RTX 3090,Mushkin Enhanced Redline Stiletto 16 GB,EVGA GE,2373.95,Gaming,6.742728364118874
AMD A12-9800E,Gigabyte X570S AORUS MASTER,GeForce RTX 2070,Mushkin Essentials 2 GB,Thermaltake Toughpower,1529.81,All-in-One,15.801439394434604
AMD Ryzen 3 1200,Gigabyte B550M K,NVIDIA TITAN Xp,TEAMGROUP Elite 8 GB,EVGA SuperNOVA 850 P6,2035.1399999999999,All-in-One,13.07566064251108
AMD Ryzen 7 3800X,ASRock B550M PG RIPTIDE,Radeon RX 5500 XT,TEAMGROUP T-Create Expert 48 GB,Silverstone Essential,1092.56,Professional,32.468697371311414
Intel Core i5-12400,Asus ROG STRIX B760-A GAMING WIFI D4,GeForce GTX 1660 SUPER,TEAMGROUP T-Force Vulcan Z 8 GB,Corsair RM550,1064.38,All-in-One,29.67417651590597
Intel Core i9-10920X @ 3.50GHz,Gigabyte X299 UD4 Pro,Radeon RX 590,TEAMGROUP Elite Plus 16 GB,EVGA SuperNOVA 1600 P2,1914.95,Multimedia,24.72544975064623
Intel Core i5-12600K,Gigabyte B660 GAMING X AX DDR4,Radeon RX 6600 XT,Corsair Vengeance RGB Pro 64 GB,Antec NeoECO,1528.3500000000001,Office,32.31589622795825
Intel Core i5-9600K @ 3.70GHz,ASRock Z270 Killer SLI,Radeon RX 5700,PROXMEM KERBEROS 32 GB,FSP Group FSP300-60LG-5K,3078.87,Professional,11.525169948714952
Intel Pentium Gold G6505 @ 4.20GHz,Asus Z590 WIFI GUNDAM EDITION,GeForce GTX 1070 Ti,Kingston ValueRAM 16 GB,be quiet! Pure Power 12 M,818.6999999999999,Professional,36.142665200928306
Intel Pentium Gold G6600 @ 4.20GHz,MSI B560M PRO WIFI,GeForce RTX 3080,G.Skill NT 16 GB,Corsair SF450,1631.34,Multimedia,26.92142655730872
AMD Ryzen 9 3900X,Asus TUF GAMING B450M-PLUS II,Radeon R5 330,G.Skill Trident Z5 RGB 32 GB,Silverstone SST-TX300,1027.95,Multimedia,26.825721095384015
Intel Core i3-10305 @ 3.80GHz,Asus PRIME Z590-A,Radeon RX 6600 XT,G.Skill Ripjaws V 8 GB,Silverstone NJ700,1214.45,Office,16.636337436699737
Intel Core i3-12100T,NZXT N7 Z790,GeForce RTX 2080,Corsair Vengeance LPX 16 GB,Thermaltake Toughpower GX1,1470.08,All-in-One,23.579533086634743
Intel Core i5-10400F @ 2.90GHz,MSI MAG B560M MORTAR,Radeon Vega Frontier Edition,Silicon Power XPOWER Turbine 32 GB,Fractal Design Anode Bronze,2177.94,Gaming,8.619199794301037
Intel Core i9-11900K @ 3.50GHz,Asus PRIME Z590M-PLUS,Radeon VII,Timetec PINNACLE Konduit RGB 8 GB,Antec EARTHWATTS GOLD PRO 650,2680.91,Gaming,8.970386920858962
Intel Core i3-10300 @ 3.70GHz,Asus ROG Maximus XIII Apex,Radeon RX 550,TEAMGROUP T-Create Classic 32 GB,Deepcool DQ-M-V2L,1149.0900000000001,Gaming,12.907257046880574
Intel Core i9-12900T,ASRock B760M Pro RS/D4,GeForce RTX 2060 SUPER,Samsung M378B5173DB0-CK0 4 GB,Corsair CX450M (2015),1294.8000000000002,Office,19.919678714859433
AMD Ryzen 7 1800X,Asus PRIME B550-PLUS,GeForce RTX 3060,Corsair Vengeance Performance 8 GB,Phanteks Revolt SFX,764.0,Office,21.356020942408378
Intel Core i3-10305T @ 3.00GHz,ASRock H470M-HDV,Radeon VII,Kingston ValueRAM 8 GB,Corsair G800,2487.8500000000004,Gaming,6.286110497015493
Intel Core i5-11500 @ 2.70GHz,Asus ROG STRIX B560-A GAMING WIFI,Radeon Pro W5700,Mushkin Redline 16 GB,EVGA SuperNOVA 1000 P6,2505.1099999999997,Multimedia,18.655069038884527
AMD PRO A6-9500,MSI MAG B550 TOMAHAWK MAX WIFI,Radeon RX 560,G.Skill Trident Z5 RGB 48 GB,EVGA SuperNOVA 750 P2,969.88,Professional,27.1342846537716
AMD Ryzen 7 PRO 3700,Gigabyte X570 AORUS ELITE WIFI,Radeon RX 6800,Mushkin Redline 16 GB,Corsair RM1000x (2021),1689.56,Gaming,13.41124316390066
Intel Core i7-12700T,Asus PRIME H610M-A D4-CSM,GeForce GTX 1650,Corsair Dominator Platinum RGB 64 GB,Deepcool DA500,969.57,Professional,36.040203389131264
Intel Core i3-7300 @ 4.00GHz,Asus PRIME Z390-A,TITAN V,Corsair Vengeance RGB RT 32 GB,Asus ROG Strix,2987.7900000000004,All-in-One,10.99468168780269
AMD Ryzen 7 2700X,MSI X570-A PRO,Radeon RX 5700 XT,Corsair Vengeance RGB 16 GB,MSI MPG A850G PCIE5,1691.2700000000002,Multimedia,28.729298101426735
Intel Core i3-12100,Gigabyte Z690I AORUS ULTRA,GeForce RTX 3090,Samsung M471A4G43MB1 32 GB,Corsair RM750x White,2654.22,Office,12.845204994310947
Intel Core i3-9350K @ 4.00GHz,ASRock H310CM-HDV/M.2,GeForce GTX 1660 Ti,Kingston FURY Beast 16 GB,Silverstone SX650-G,1058.5900000000001,All-in-One,25.301202543005314
Intel Core i3-10320 @ 3.80GHz,MSI H510M PRO,GeForce RTX 2070 SUPER,Crucial CT8G3S1339M 8 GB,Asus ROG Strix,1313.1100000000001,Gaming,13.577613452033718
Intel Core i5-12500,MSI MPG Z690 CARBON WIFI,GeForce GTX 1660 SUPER,Corsair Dominator Platinum RGB 32 GB,Super Flower Leadex III ARGB,1146.65,Professional,28.278899402607593
AMD Ryzen 7 5700G,MSI MPG B550 GAMING PLUS,Radeon RX 5700,Corsair Vengeance LPX 64 GB,SeaSonic PRIME PX,1747.22,Office,25.918888291113884
AMD Ryzen 9 5950X,ASRock B450 Pro4 R2.0,Radeon Pro W5500,PROXMEM KERBEROS 16 GB,Corsair VX550,1511.3400000000001,Gaming,19.011737927931502
Intel Core i7-12700,ASRock Z790 Taichi Carrara,Radeon RX 6900 XT,Corsair Vengeance 32 GB,EVGA 750 GQ,2193.55,Gaming,14.669873036858059
Intel Core i5-10600T @ 2.40GHz,MSI H510I PRO WIFI,Radeon RX 590,G.Skill Trident Z RGB 32 GB,SHARKOON SilentStorm Cool Zero 750,1256.77,Multimedia,32.85247101697208
Intel Core i7-12700K,Gigabyte Z690 GAMING X DDR4,Radeon RX 5600 XT,Mushkin 977020A 16 GB,Thermaltake Thermaltake TP-750M,1319.0500000000002,All-in-One,29.692733406618398
AMD Ryzen 9 5950X,Asus PRIME B450M-A/CSM,GeForce RTX 3070 Ti,PNY XLR8 Gaming EPIC-X RGB 32 GB,be quiet! System Power 10,1713.4700000000003,Multimedia,38.761985911629615
Intel Core i5-12400,ASRock Z690 Phantom Gaming-ITX/TB4,GeForce GTX 1650,Corsair Vengeance RGB Pro 16 GB,Cooler Master V850 SFX GOLD,862.97,Office,31.973301505266686
AMD Ryzen 7 1700X,MSI B450 Gaming Plus MAX,GeForce GTX 1650 SUPER,G.Skill Ripjaws X 8 GB,Thermaltake Toughpower GF1 Snow - TT Premium,912.14,Professional,24.816365908742082
AMD A6-9500E,Asus PRIME A320M-E,Radeon Vega Frontier Edition,G.Skill Trident Z Royal 128 GB,Super Flower Leadex Platinum SE,2465.42,Multimedia,17.782162876913464
Intel Core i5-12500T,Gigabyte H610I DDR4,Radeon RX 560,G.Skill Trident Z5 Neo RGB 32 GB,SeaSonic PRIME TX-850,1040.69,Professional,20.675705541515725
Intel Core i7-12700KF,ASRock Z690 Taichi,Radeon R5 330,Corsair Vengeance RGB Pro 16 GB,Enermax REVOLUTION D.F. 2,1213.95,Professional,7.460356686848717
AMD Ryzen 5 1500X,ASRock A520M Pro4,GeForce RTX 2080 Ti,G.Skill Ripjaws 32 GB,SeaSonic PRIME Ultra Gold 850,1492.5900000000001,Office,17.057597866795298
Intel Pentium Gold G6400T @ 3.40GHz,Gigabyte Z590 AORUS ELITE,Radeon Pro WX 4100,Thermaltake TOUGHRAM XG RGB 32 GB,Corsair RM750x White (2018),1397.0900000000001,All-in-One,18.57804436364157
Intel Core i7-8700T @ 2.40GHz,MSI MPG Z390 GAMING EDGE AC,Radeon Vega Frontier Edition,Patriot Signature 4 GB,Super Flower Leadex III ARGB,2559.8599999999997,Office,6.170649957419546
Intel Celeron G3950 @ 3.00GHz,MSI Z270-A PRO,GeForce RTX 3090,Kingston KVR16R11D4K4/32 32 GB,be quiet! Straight Power 11 750W,2761.8,Office,8.569049170830617
AMD Athlon 240GE,Gigabyte X570 AORUS XTREME,Radeon RX 5700,Kingston Server Premier 64 GB,SeaSonic FOCUS Gold,2334.92,Professional,19.308798588388466
Intel Celeron G4930T @ 3.00GHz,ASRock B365M-HDV,GeForce RTX 3070,Corsair Dominator Platinum RGB 128 GB,Cooler Master MWE GOLD 750 V2 FULL MODULAR,1415.48,All-in-One,37.672309040042954
Intel Pentium Gold G6505 @ 4.20GHz,Asus Prime Z590-P WiFi,Radeon RX 6800,G.Skill Value 8 GB,Silverstone Extreme 850R Platinum,1241.0900000000001,Office,15.399366685735924
Intel Core i9-7920X @ 2.90GHz,EVGA X299 DARK,Radeon RX 6600 XT,Neo Forza FAYE 16 GB,Phanteks Revolt Pro,1376.64,Professional,23.81632089725709
Intel Pentium Gold G5620 @ 4.00GHz,Gigabyte Z390 UD,GeForce RTX 3060,G.Skill Aegis 16 GB,Fractal Design Anode Bronze,953.98,All-in-One,32.78894735738695
AMD Ryzen 9 5900X,NZXT N7 B550,Radeon R5 330,G.Skill Ripjaws S5 32 GB,Enermax REVOLUTION D.F. 2,1256.49,Office,26.871682225883216
Intel Core i3-9350KF @ 4.00GHz,ASRock C246 WS,GeForce RTX 2070 SUPER,Kingston FURY Renegade 16 GB,Corsair CX650F,1400.67,Gaming,12.311108255334947
Intel Core i9-12900T,MSI PRO B760M-A WIFI,Radeon RX 6800,Silicon Power SP064GBSVU480F22 64 GB,EVGA 710 BP,1685.48,Office,29.541732918812443
Intel Core i5-8400T @ 1.70GHz,Supermicro MBD-X11SSM-F-O,Radeon Pro WX 8200,Kingston ValueRAM 2 GB,Silverstone Strider Platinum,2302.16,Multimedia,16.02125829655628
AMD Ryzen 5 3500X,Gigabyte B450M DS3H,Radeon RX 550,Lexar Ares OC 32 GB,Corsair SF450,830.6600000000001,All-in-One,29.298870777454074
Intel Core i5-10600 @ 3.30GHz,MSI MAG B560M BAZOOKA,GeForce RTX 2080,Crucial CT25664BA1339 2 GB,EVGA SuperNOVA 1600 G+,1267.0,All-in-One,24.5414364640884
AMD Ryzen 7 2700,Asus TUF B450M-PLUS GAMING,Radeon RX 590,Patriot Viper Elite II 64 GB,Thermaltake Smart Pro RGB,1314.46,Professional,30.607625945255084
Intel Core i7-10700KF @ 3.80GHz,Asus PRIME Z590M-PLUS,GeForce GTX 1660 SUPER,Patriot Signature Line 16 GB,Cooler Master V SFX Platinum,1205.95,Office,20.511629835399475
Intel Core i3-9100 @ 3.60GHz,MSI MPG Z390 GAMING PRO CARBON,GeForce GTX 1080 Ti,G.Skill Ripjaws V 64 GB,SHARKOON SilentStorm Cool Zero 850,1918.99,Multimedia,24.52983079640853
AMD Ryzen 5 5600G,ASRock X570 Steel Legend WiFi ax,GeForce GTX 1080 Ti,Kingston FURY Impact 16 GB,Asus ROG THOR P2 Gaming EVA Edition,1456.96,Professional,22.390456841642877
Intel Core i5-11500T @ 1.50GHz,Asus PRIME H510M-D,GeForce RTX 2060,Crucial CT4G3S1067M 4 GB,SeaSonic SS-400ET Bronze,915.99,Office,18.58753916527473
AMD Ryzen 5 5500,ASRock B550 Taichi Razer Edition,Radeon RX 6600 XT,Mushkin Essentials 32 GB,SeaSonic FOCUS Plus Platinum,965.95,All-in-One,41.21579791914696
AMD Ryzen 3 3300X,MSI MAG B550M MORTAR WIFI,Radeon RX 6800 XT,Mushkin Essentials 4 GB,Corsair TX850,1931.78,All-in-One,18.097298864259905
AMD Ryzen 5 1400,EVGA X570 DARK,GeForce RTX 2060,Patriot Signature 8 GB,be quiet! Pure Power 12 M,1263.1200000000001,Professional,19.330309075938946
AMD Ryzen 7 2700,ASRock B550 Extreme4,GeForce RTX 2080,Corsair Dominator Platinum RGB 32 GB,Xilence XP1050MR9,1438.1,Multimedia,33.17363187539114
Intel Core i3-10300 @ 3.70GHz,MSI Z590-A PRO,GeForce RTX 2080 SUPER,G.Skill Trident Z 32 GB,Silverstone Strider,1787.9,Multimedia,25.282174618267238
Intel Core i5-12500,ASRock B760M Steel Legend WiFi,TITAN V,Corsair CMSO16GX3M2C1600C11 16 GB,NZXT E850,2606.959999999999,Professional,11.932672538128704
Intel Core i5-12500,ASRock Z690 Steel Legend,GeForce RTX 3060 Ti,Kingston Fury Beast RGB Special Edition 8 GB,Corsair CX650M,1201.76,Office,21.430235654373586
Intel Core i5-11600K @ 3.90GHz,MSI MPG Z590 GAMING PLUS,GeForce RTX 2060,TEAMGROUP Elite 16 GB,Asus ROG STRIX G,987.95,Office,26.968976162761273
Intel Pentium Gold G6400T @ 3.40GHz,ASRock Z590 PG Velocita,Radeon RX 560,G.Skill Ripjaws 32 GB,Corsair CX750F,669.87,All-in-One,33.20166599489453
AMD Ryzen 7 1700X,ASRock B550 Steel Legend,GeForce RTX 3070,G.Skill Aegis 4 GB,Fractal Design Ion Gold,1260.03,Office,11.145766370641969
AMD Ryzen 5 3400G,ASRock A520M Phantom Gaming 4,GeForce RTX 2060,Kingston FURY Impact 32 GB,Silverstone DA750 Gold,986.17,Office,27.338085725584843
AMD Ryzen 9 3900XT,ASRock B450 Pro4,GeForce RTX 2080 SUPER,Kingston KCP316ND8/8 8 GB,Corsair RM750 (2019),1759.01,Professional,17.532305103438866
Intel Core i9-12900KS,Gigabyte Z790 AORUS ELITE AX,Radeon RX 5600 XT,G.Skill F2-6400CL5S-2GBSQ 2 GB,SeaSonic FOCUS GX,1843.68,Gaming,16.583517747114467
